,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
257,2017,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
258,2018,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
259,2019,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
260,2016,1,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
261,2017,0.6,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
262,2018,0.3,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
263,2019,0.7,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
264,2016,5.7,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
265,2017,5.6,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
266,2018,6,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
267,2019,5.9,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
268,2016,7.1,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
269,2017,7,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
270,2018,6.9,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
271,2019,7,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
272,2016,7.3,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
273,2017,7.3,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
274,2018,7.2,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
275,2019,7,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
276,2016,37.9,SH.STA.SUIC.P5,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
277,2017,38.5,SH.STA.SUIC.P5,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
278,2018,39.5,SH.STA.SUIC.P5,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
279,2019,40.3,SH.STA.SUIC.P5,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
280,2016,9.8,SH.STA.SUIC.P5,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
281,2017,9.7,SH.STA.SUIC.P5,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
282,2018,9.7,SH.STA.SUIC.P5,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
283,2019,9.6,SH.STA.SUIC.P5,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
284,2016,2,SH.STA.SUIC.P5,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
285,2017,2.1,SH.STA.SUIC.P5,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
286,2018,2,SH.STA.SUIC.P5,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
287,2019,2.1,SH.STA.SUIC.P5,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
288,2016,18.7,SH.STA.SUIC.P5,HUN,Hungary,Europe & Central Asia,High income,Not classified
289,2017,17.5,SH.STA.SUIC.P5,HUN,Hungary,Europe & Central Asia,High income,Not classified
290,2018,17.7,SH.STA.SUIC.P5,HUN,Hungary,Europe & Central Asia,High income,Not classified
291,2019,16.6,SH.STA.SUIC.P5,HUN,Hungary,Europe & Central Asia,High income,Not classified
292,2016,13,SH.STA.SUIC.P5,ISL,Iceland,Europe & Central Asia,High income,Not classified
293,2017,12.2,SH.STA.SUIC.P5,ISL,Iceland,Europe & Central Asia,High income,Not classified
294,2018,10.8,SH.STA.SUIC.P5,ISL,Iceland,Europe & Central Asia,High income,Not classified
295,2019,11.9,SH.STA.SUIC.P5,ISL,Iceland,Europe & Central Asia,High income,Not classified
296,2016,12.1,SH.STA.SUIC.P5,IND,India,South Asia,Lower middle income,IBRD
297,2017,12,SH.STA.SUIC.P5,IND,India,South Asia,Lower middle income,IBRD
298,2018,12.6,SH.STA.SUIC.P5,IND,India,South Asia,Lower middle income,IBRD
299,2019,12.7,SH.STA.SUIC.P5,IND,India,South Asia,Lower middle income,IBRD
300,2016,2.4,SH.STA.SUIC.P5,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
301,2017,2.4,SH.STA.SUIC.P5,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
302,2018,2.4,SH.STA.SUIC.P5,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
303,2019,2.4,SH.STA.SUIC.P5,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
304,2016,6.2,SH.STA.SUIC.P5,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
305,2017,6,SH.STA.SUIC.P5,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
306,2018,5.7,SH.STA.SUIC.P5,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
307,2019,5.2,SH.STA.SUIC.P5,IRN,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,IBRD
308,2016,4,SH.STA.SUIC.P5,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
309,2017,3.9,SH.STA.SUIC.P5,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
310,2018,3.7,SH.STA.SUIC.P5,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
311,2019,3.6,SH.STA.SUIC.P5,IRQ,Iraq,Middle East & North Africa,Upper middle income,IBRD
312,2016,10,SH.STA.SUIC.P5,IRL,Ireland,Europe & Central Asia,High income,Not classified
313,2017,10,SH.STA.SUIC.P5,IRL,Ireland,Europe & Central Asia,High income,Not classified
314,2018,9.9,SH.STA.SUIC.P5,IRL,Ireland,Europe & Central Asia,High income,Not classified
315,2019,9.6,SH.STA.SUIC.P5,IRL,Ireland,Europe & Central Asia,High income,Not classified
316,2016,5.2,SH.STA.SUIC.P5,ISR,Israel,Middle East & North Africa,High income,Not classified
317,2017,5.1,SH.STA.SUIC.P5,ISR,Israel,Middle East & North Africa,High income,Not classified
318,2018,5.4,SH.STA.SUIC.P5,ISR,Israel,Middle East & North Africa,High income,Not classified
319,2019,5.3,SH.STA.SUIC.P5,ISR,Israel,Middle East & North Africa,High income,Not classified
320,2016,6.6,SH.STA.SUIC.P5,ITA,Italy,Europe & Central Asia,High income,Not classified
321,2017,7.1,SH.STA.SUIC.P5,ITA,Italy,Europe & Central Asia,High income,Not classified
322,2018,6.7,SH.STA.SUIC.P5,ITA,Italy,Europe & Central Asia,High income,Not classified
323,2019,6.7,SH.STA.SUIC.P5,ITA,Italy,Europe & Central Asia,High income,Not classified
324,2016,2.2,SH.STA.SUIC.P5,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
325,2017,2.3,SH.STA.SUIC.P5,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
326,2018,2.3,SH.STA.SUIC.P5,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
327,2019,2.4,SH.STA.SUIC.P5,JAM,Jamaica,Latin America & Caribbean ,Upper middle income,IBRD
328,2016,17.5,SH.STA.SUIC.P5,JPN,Japan,East Asia & Pacific,High income,Not classified
329,2017,17,SH.STA.SUIC.P5,JPN,Japan,East Asia & Pacific,High income,Not classified
330,2018,16.7,SH.STA.SUIC.P5,JPN,Japan,East Asia & Pacific,High income,Not classified
331,2019,15.3,SH.STA.SUIC.P5,JPN,Japan,East Asia & Pacific,High income,Not classified
332,2016,1.5,SH.STA.SUIC.P5,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
333,2017,1.5,SH.STA.SUIC.P5,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
334,2018,1.6,SH.STA.SUIC.P5,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
335,2019,1.6,SH.STA.SUIC.P5,JOR,Jordan,Middle East & North Africa,Upper middle income,IBRD
336,2016,21.7,SH.STA.SUIC.P5,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
337,2017,20.8,SH.STA.SUIC.P5,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
338,2018,19,SH.STA.SUIC.P5,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
339,2019,17.6,SH.STA.SUIC.P5,KAZ,Kazakhstan,Europe & Central Asia,Upper middle income,IBRD
340,2016,5.4,SH.STA.SUIC.P5,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
341,2017,5.6,SH.STA.SUIC.P5,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
342,2018,6,SH.STA.SUIC.P5,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
343,2019,6.1,SH.STA.SUIC.P5,KEN,Kenya,Sub-Saharan Africa ,Lower middle income,Blend
344,2016,29.5,SH.STA.SUIC.P5,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
345,2017,29.6,SH.STA.SUIC.P5,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
346,2018,28.1,SH.STA.SUIC.P5,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
347,2019,28.3,SH.STA.SUIC.P5,KIR,Kiribati,East Asia & Pacific,Lower middle income,IDA
348,2016,10.4,SH.STA.SUIC.P5,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
349,2017,9.8,SH.STA.SUIC.P5,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
350,2018,9.3,SH.STA.SUIC.P5,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
351,2019,9.4,SH.STA.SUIC.P5,PRK,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,Not classified
352,2016,27.2,SH.STA.SUIC.P5,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
353,2017,25.8,SH.STA.SUIC.P5,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
354,2018,28.6,SH.STA.SUIC.P5,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
355,2019,28.6,SH.STA.SUIC.P5,KOR,"Korea, Rep.",East Asia & Pacific,High income,Not classified
356,2016,2.6,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
357,2017,2.7,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
358,2018,2.8,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
359,2019,2.9,SH.STA.SUIC.P5,KWT,Kuwait,Middle East & North Africa,High income,Not classified
360,2016,8.6,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
361,2017,8.3,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
362,2018,8,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
363,2019,7.4,SH.STA.SUIC.P5,KGZ,Kyrgyz Republic,Europe & Central Asia,Lower middle income,IDA
364,2016,5.6,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
365,2017,5.6,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
366,2018,5.6,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
367,2019,5.4,SH.STA.SUIC.P5,LAO,Lao PDR,East Asia & Pacific,Lower middle income,IDA
368,2016,21.3,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
369,2017,21.4,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
370,2018,18.1,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
371,2019,20.1,SH.STA.SUIC.P5,LVA,Latvia,Europe & Central Asia,High income,Not classified
372,2016,2.7,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
373,2017,3,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
374,2018,2.5,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
375,2019,2.8,SH.STA.SUIC.P5,LBN,Lebanon,Middle East & North Africa,Upper middle income,IBRD
376,2016,87,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
377,2017,78.3,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
378,2018,76.6,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
379,2019,72.4,SH.STA.SUIC.P5,LSO,Lesotho,Sub-Saharan Africa ,Lower middle income,IDA
380,2016,4.5,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
381,2017,4.5,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
382,2018,4.4,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
383,2019,4.5,SH.STA.SUIC.P5,LBR,Liberia,Sub-Saharan Africa ,Low income,IDA
384,2016,5,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
385,2017,5.5,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
386,2018,5.8,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
387,2019,4.5,SH.STA.SUIC.P5,LBY,Libya,Middle East & North Africa,Upper middle income,IBRD
388,2016,32.8,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
389,2017,29.7,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
390,2018,27.4,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
391,2019,26.1,SH.STA.SUIC.P5,LTU,Lithuania,Europe & Central Asia,High income,Not classified
392,2016,10.2,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
393,2017,9.8,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
394,2018,10.6,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
395,2019,11.3,SH.STA.SUIC.P5,LUX,Luxembourg,Europe & Central Asia,High income,Not classified
396,2016,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
397,2017,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
398,2018,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
399,2019,5.5,SH.STA.SUIC.P5,MDG,Madagascar,Sub-Saharan Africa ,Low income,IDA
400,2016,6.1,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
401,2017,5.9,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
402,2018,5.6,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
403,2019,5.4,SH.STA.SUIC.P5,MWI,Malawi,Sub-Saharan Africa ,Low income,IDA
404,2016,5.1,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
405,2017,5.4,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
406,2018,5.4,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
407,2019,5.7,SH.STA.SUIC.P5,MYS,Malaysia,East Asia & Pacific,Upper middle income,IBRD
408,2016,3.1,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
409,2017,3.1,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
410,2018,2.9,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
411,2019,2.7,SH.STA.SUIC.P5,MDV,Maldives,South Asia,Upper middle income,IDA
412,2016,4.2,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
413,2017,4.1,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
414,2018,4.1,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
415,2019,4.1,SH.STA.SUIC.P5,MLI,Mali,Sub-Saharan Africa ,Low income,IDA
416,2016,5.8,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
417,2017,5.5,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
418,2018,6,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
419,2019,6.1,SH.STA.SUIC.P5,MLT,Malta,Middle East & North Africa,High income,Not classified
420,2016,3,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
421,2017,3.1,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
422,2018,3.1,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
423,2019,3.1,SH.STA.SUIC.P5,MRT,Mauritania,Sub-Saharan Africa ,Lower middle income,IDA
424,2016,8.1,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
425,2017,9.6,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
426,2018,8.7,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
427,2019,9.5,SH.STA.SUIC.P5,MUS,Mauritius,Sub-Saharan Africa ,Upper middle income,IBRD
428,2016,5.6,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
429,2017,5.9,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
430,2018,5.4,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
431,2019,5.3,SH.STA.SUIC.P5,MEX,Mexico,Latin America & Caribbean ,Upper middle income,IBRD
432,2016,27,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
433,2017,27.7,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
434,2018,28.2,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
435,2019,28.2,SH.STA.SUIC.P5,FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,IDA
436,2016,15.9,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
437,2017,14.9,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
438,2018,14.4,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
439,2019,14.7,SH.STA.SUIC.P5,MDA,Moldova,Europe & Central Asia,Upper middle income,IBRD
440,2016,20.1,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
441,2017,19.2,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
442,2018,18.6,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
443,2019,17.9,SH.STA.SUIC.P5,MNG,Mongolia,East Asia & Pacific,Lower middle income,IBRD
444,2016,20.8,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
445,2017,21.1,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
446,2018,21.2,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
447,2019,21,SH.STA.SUIC.P5,MNE,Montenegro,Europe & Central Asia,Upper middle income,IBRD
448,2016,7.2,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
449,2017,7.1,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
450,2018,7.2,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
451,2019,7.2,SH.STA.SUIC.P5,MAR,Morocco,Middle East & North Africa,Lower middle income,IBRD
452,2016,13.6,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
453,2017,13.4,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
454,2018,13.5,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
455,2019,13.6,SH.STA.SUIC.P5,MOZ,Mozambique,Sub-Saharan Africa ,Low income,IDA
456,2016,3.2,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
457,2017,3,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
458,2018,2.9,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
459,2019,2.9,SH.STA.SUIC.P5,MMR,Myanmar,East Asia & Pacific,Lower middle income,IDA
460,2016,10.7,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
461,2017,10.9,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
462,2018,9.9,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
463,2019,9.7,SH.STA.SUIC.P5,NAM,Namibia,Sub-Saharan Africa ,Upper middle income,IBRD
464,2016,8.5,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
465,2017,8.7,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
466,2018,8.8,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
467,2019,9,SH.STA.SUIC.P5,NPL,Nepal,South Asia,Lower middle income,IDA
468,2016,11.9,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
469,2017,12.1,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
470,2018,11.4,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
471,2019,11.8,SH.STA.SUIC.P5,NLD,Netherlands,Europe & Central Asia,High income,Not classified
472,2016,12.2,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
473,2017,12.7,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
474,2018,11.4,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
475,2019,11,SH.STA.SUIC.P5,NZL,New Zealand,East Asia & Pacific,High income,Not classified
476,2016,4.4,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
477,2017,4.4,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
478,2018,4.5,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
479,2019,4.4,SH.STA.SUIC.P5,NIC,Nicaragua,Latin America & Caribbean ,Lower middle income,IDA
480,2016,5.3,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
481,2017,5.3,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
482,2018,5.3,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
483,2019,5.3,SH.STA.SUIC.P5,NER,Niger,Sub-Saharan Africa ,Low income,IDA
484,2016,3.7,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
485,2017,3.6,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
486,2018,3.5,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
487,2019,3.5,SH.STA.SUIC.P5,NGA,Nigeria,Sub-Saharan Africa ,Lower middle income,Blend
488,2016,9.3,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
489,2017,9.3,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
490,2018,9.4,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
491,2019,9.4,SH.STA.SUIC.P5,MKD,North Macedonia,Europe & Central Asia,Upper middle income,IBRD
492,2016,12.6,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
493,2017,12.1,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
494,2018,12,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
495,2019,11.8,SH.STA.SUIC.P5,NOR,Norway,Europe & Central Asia,High income,Not classified
496,2016,4.7,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
497,2017,4.7,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
498,2018,4.7,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
499,2019,4.9,SH.STA.SUIC.P5,OMN,Oman,Middle East & North Africa,High income,Not classified
500,2016,9.1,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
501,2017,9.1,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
502,2018,8.9,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
503,2019,8.9,SH.STA.SUIC.P5,PAK,Pakistan,South Asia,Lower middle income,Blend
504,2016,3.3,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
505,2017,3.2,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
506,2018,2.9,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
507,2019,2.9,SH.STA.SUIC.P5,PAN,Panama,Latin America & Caribbean ,Upper middle income,IBRD
